"filename", "language", "Markdown", "Bicep", "JSON", "PowerShell", "comment", "blank", "total"
"/home/jofehse/git/AzureMonitorStarterPacks/.github/PULL_REQUEST_TEMPLATE.md", "Markdown", 18, 0, 0, 0, 0, 11, 29
"/home/jofehse/git/AzureMonitorStarterPacks/CODE_OF_CONDUCT.md", "Markdown", 6, 0, 0, 0, 0, 4, 10
"/home/jofehse/git/AzureMonitorStarterPacks/CONTRIBUTING.md", "Markdown", 11, 0, 0, 0, 0, 3, 14
"/home/jofehse/git/AzureMonitorStarterPacks/Docs/authoring.md", "Markdown", 26, 0, 0, 0, 0, 19, 45
"/home/jofehse/git/AzureMonitorStarterPacks/Docs/operation.md", "Markdown", 0, 0, 0, 0, 0, 1, 1
"/home/jofehse/git/AzureMonitorStarterPacks/Docs/packs.md", "Markdown", 12, 0, 0, 0, 0, 8, 20
"/home/jofehse/git/AzureMonitorStarterPacks/Docs/setup-examples.md", "Markdown", 19, 0, 0, 0, 0, 13, 32
"/home/jofehse/git/AzureMonitorStarterPacks/Docs/solution-anatomy.md", "Markdown", 52, 0, 0, 0, 0, 25, 77
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/AllPacks.bicep", "Bicep", 0, 83, 0, 0, 21, 8, 112
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/CustomSetup/setup.json", "JSON", 0, 0, 346, 0, 0, 0, 346
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/AllIaaSPacks.bicep", "Bicep", 0, 158, 0, 0, 20, 7, 185
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/AllIaaSPacks.json", "JSON", 0, 0, 16661, 0, 0, 0, 16661
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/DNS2016/Azure Monitor Starter Pack _ DNS2016.json", "JSON", 0, 0, 1206, 0, 0, 0, 1206
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/DNS2016/WinDns2016Alerts.bicep", "Bicep", 0, 614, 0, 0, 1, 5, 620
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/DNS2016/monitoring.bicep", "Bicep", 0, 206, 0, 0, 34, 9, 249
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/DNS2016/monitoring.json", "JSON", 0, 0, 2476, 0, 0, 0, 2476
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/IIS/Azure Monitor Starter Pack _ IIS-1692341727216.json", "JSON", 0, 0, 1486, 0, 0, 0, 1486
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/IIS/WinIISAlerts.bicep", "Bicep", 0, 317, 0, 0, 1, 6, 324
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/IIS/ds.bicep", "Bicep", 0, 35, 0, 0, 0, 3, 38
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/IIS/monitoring.bicep", "Bicep", 0, 164, 0, 0, 34, 10, 208
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/IIS/monitoring.json", "JSON", 0, 0, 3144, 0, 0, 0, 3144
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/IIS2016/Azure Monitor Starter Pack _ IIS-1692341727216.json", "JSON", 0, 0, 1486, 0, 0, 0, 1486
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/IIS2016/WinIIS2016Alerts.bicep", "Bicep", 0, 317, 0, 0, 1, 6, 324
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/IIS2016/monitoring.bicep", "Bicep", 0, 184, 0, 0, 34, 9, 227
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/IIS2016/monitoring.json", "JSON", 0, 0, 3166, 0, 0, 0, 3166
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/LxOS/Azure Monitor Start Pack _ Linux Operating System-1692092035812.json", "JSON", 0, 0, 1485, 0, 0, 0, 1485
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/LxOS/VMInsightsAlerts.bicep", "Bicep", 0, 89, 0, 0, 41, 1, 131
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/LxOS/eventAlerts.bicep", "Bicep", 0, 40, 0, 0, 2, 4, 46
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/LxOS/monitoring.bicep", "Bicep", 0, 65, 0, 0, 32, 4, 101
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/LxOS/monitoring.json", "JSON", 0, 0, 1781, 0, 0, 0, 1781
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/LxOS/vmbasic.md", "Markdown", 32, 0, 0, 0, 0, 14, 46
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/Nginx/Azure Monitor Starter Pack _ NGINX-1692341707202.json", "JSON", 0, 0, 1089, 0, 0, 0, 1089
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/Nginx/monitoring.bicep", "Bicep", 0, 84, 0, 0, 31, 8, 123
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/Nginx/monitoring.json", "JSON", 0, 0, 1896, 0, 0, 0, 1896
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/Nginx/nginxalerts.bicep", "Bicep", 0, 31, 0, 0, 21, 3, 55
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/PS2016/alerts.bicep", "Bicep", 0, 141, 0, 0, 3, 3, 147
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/PS2016/monitoring.bicep", "Bicep", 0, 90, 0, 0, 8, 4, 102
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/PS2016/monitoring.json", "JSON", 0, 0, 1889, 0, 0, 0, 1889
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/WinOS/Azure Monitor Start Pack - Windows Operating System-1692086853589.json", "JSON", 0, 0, 1478, 0, 0, 0, 1478
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/WinOS/AzureBasicMetricAlerts.bicep", "Bicep", 0, 104, 0, 0, 2, 3, 109
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/WinOS/VMInsightsAlerts.bicep", "Bicep", 0, 89, 0, 0, 24, 2, 115
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/WinOS/eventAlerts.bicep", "Bicep", 0, 33, 0, 0, 19, 3, 55
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/WinOS/monitoring.bicep", "Bicep", 0, 64, 0, 0, 59, 10, 133
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/WinOS/monitoring.json", "JSON", 0, 0, 1778, 0, 0, 0, 1778
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/WinOS/vmbasic.md", "Markdown", 32, 0, 0, 0, 0, 14, 46
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/ds.bicep", "Bicep", 0, 39, 0, 0, 0, 2, 41
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/IaaS/params.json", "JSON", 0, 0, 27, 0, 0, 0, 27
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/PaaS/AllPaaSPacks.bicep", "Bicep", 0, 0, 0, 0, 0, 1, 1
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/PaaS/Storage/alerts.bicep", "Bicep", 0, 15, 0, 0, 33, 4, 52
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/PaaS/Storage/monitoring.bicep", "Bicep", 0, 47, 0, 0, 32, 8, 87
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/Platform/AllPlatformPacks.bicep", "Bicep", 0, 72, 0, 0, 10, 4, 86
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/Platform/AllPlatformPacks.json", "JSON", 0, 0, 15087, 0, 0, 0, 15087
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/Platform/KeyVault/alerts.bicep", "Bicep", 0, 97, 0, 0, 0, 3, 100
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/Platform/KeyVault/monitoring.bicep", "Bicep", 0, 45, 0, 0, 47, 11, 103
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/Platform/KeyVault/monitoring.json", "JSON", 0, 0, 2759, 0, 0, 0, 2759
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/Platform/Network/LoadBalancers/alerts.bicep", "Bicep", 0, 170, 0, 0, 0, 3, 173
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/Platform/Network/LoadBalancers/monitoring.bicep", "Bicep", 0, 45, 0, 0, 16, 6, 67
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/Platform/Network/LoadBalancers/monitoring.json", "JSON", 0, 0, 5191, 0, 0, 0, 5191
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/Platform/Network/vWan/alerts.bicep", "Bicep", 0, 217, 0, 0, 18, 11, 246
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/Platform/Network/vWan/monitoring.bicep", "Bicep", 0, 71, 0, 0, 16, 7, 94
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/Platform/Network/vWan/monitoring.json", "JSON", 0, 0, 6857, 0, 0, 0, 6857
"/home/jofehse/git/AzureMonitorStarterPacks/Packs/README.md", "Markdown", 41, 0, 0, 0, 0, 34, 75
"/home/jofehse/git/AzureMonitorStarterPacks/README.md", "Markdown", 59, 0, 0, 0, 0, 40, 99
"/home/jofehse/git/AzureMonitorStarterPacks/SECURITY.md", "Markdown", 24, 0, 0, 0, 0, 18, 42
"/home/jofehse/git/AzureMonitorStarterPacks/SUPPORT.md", "Markdown", 16, 0, 0, 0, 0, 10, 26
"/home/jofehse/git/AzureMonitorStarterPacks/modules/DCRs/DefaultVMI-rule.bicep", "Bicep", 0, 48, 0, 0, 3, 3, 54
"/home/jofehse/git/AzureMonitorStarterPacks/modules/DCRs/association.bicep", "Bicep", 0, 27, 0, 0, 2, 3, 32
"/home/jofehse/git/AzureMonitorStarterPacks/modules/DCRs/collectionrule.bicep", "Bicep", 0, 48, 0, 0, 5, 2, 55
"/home/jofehse/git/AzureMonitorStarterPacks/modules/DCRs/dataCollectionEndpoint.bicep", "Bicep", 0, 14, 0, 0, 0, 2, 16
"/home/jofehse/git/AzureMonitorStarterPacks/modules/DCRs/dcr-basicLinuxVM.bicep", "Bicep", 0, 52, 0, 0, 6, 4, 62
"/home/jofehse/git/AzureMonitorStarterPacks/modules/DCRs/dcr-basicWinVM.bicep", "Bicep", 0, 61, 0, 0, 30, 5, 96
"/home/jofehse/git/AzureMonitorStarterPacks/modules/DCRs/dcrassociation.bicep", "Bicep", 0, 21, 0, 0, 3, 6, 30
"/home/jofehse/git/AzureMonitorStarterPacks/modules/DCRs/dcrassociationARC.bicep", "Bicep", 0, 17, 0, 0, 0, 5, 22
"/home/jofehse/git/AzureMonitorStarterPacks/modules/DCRs/filecollectionSyslogLinux.bicep", "Bicep", 0, 111, 0, 0, 0, 11, 122
"/home/jofehse/git/AzureMonitorStarterPacks/modules/DCRs/filecollectionWinIIS.bicep", "Bicep", 0, 65, 0, 0, 10, 11, 86
"/home/jofehse/git/AzureMonitorStarterPacks/modules/LAW/law.bicep", "Bicep", 0, 17, 0, 0, 0, 2, 19
"/home/jofehse/git/AzureMonitorStarterPacks/modules/LAW/table.bicep", "Bicep", 0, 28, 0, 0, 0, 3, 31
"/home/jofehse/git/AzureMonitorStarterPacks/modules/LAW/table.json", "JSON", 0, 0, 26, 0, 0, 0, 26
"/home/jofehse/git/AzureMonitorStarterPacks/modules/LAW/workbooks/mainWB.bicep", "Bicep", 0, 18, 0, 0, 5, 3, 26
"/home/jofehse/git/AzureMonitorStarterPacks/modules/LAW/workbooks/mainWB.workbook", "Markdown", 588, 0, 0, 0, 0, 1, 589
"/home/jofehse/git/AzureMonitorStarterPacks/modules/LAW/workbooks/workbook.bicep", "Bicep", 0, 21, 0, 0, 4, 5, 30
"/home/jofehse/git/AzureMonitorStarterPacks/modules/actiongroups/ag.bicep", "Bicep", 0, 29, 0, 0, 4, 2, 35
"/home/jofehse/git/AzureMonitorStarterPacks/modules/actiongroups/emailactiongroup.bicep", "Bicep", 0, 22, 0, 0, 0, 2, 24
"/home/jofehse/git/AzureMonitorStarterPacks/modules/alerts/PaaS/activityLogAlert.bicep", "Bicep", 0, 401, 0, 0, 0, 5, 406
"/home/jofehse/git/AzureMonitorStarterPacks/modules/alerts/PaaS/metricAlertDynamic.bicep", "Bicep", 0, 563, 0, 0, 14, 15, 592
"/home/jofehse/git/AzureMonitorStarterPacks/modules/alerts/PaaS/metricAlertStaticThreshold.bicep", "Bicep", 0, 519, 0, 0, 14, 15, 548
"/home/jofehse/git/AzureMonitorStarterPacks/modules/alerts/alert.bicep", "Bicep", 0, 67, 0, 0, 4, 5, 76
"/home/jofehse/git/AzureMonitorStarterPacks/modules/alerts/alerts.bicep", "Bicep", 0, 29, 0, 0, 0, 2, 31
"/home/jofehse/git/AzureMonitorStarterPacks/modules/alerts/scheduledqueryruleAggregate.bicep", "Bicep", 0, 77, 0, 0, 2, 5, 84
"/home/jofehse/git/AzureMonitorStarterPacks/modules/alerts/scheduledqueryruleRows.bicep", "Bicep", 0, 66, 0, 0, 2, 4, 72
"/home/jofehse/git/AzureMonitorStarterPacks/modules/alerts/vmmetricalert.bicep", "Bicep", 0, 59, 0, 0, 0, 2, 61
"/home/jofehse/git/AzureMonitorStarterPacks/modules/alz/deploy.bicep", "Bicep", 0, 50, 0, 0, 12, 17, 79
"/home/jofehse/git/AzureMonitorStarterPacks/modules/alz/readme.md", "Markdown", 33, 0, 0, 0, 0, 12, 45
"/home/jofehse/git/AzureMonitorStarterPacks/modules/alz/version.json", "JSON", 0, 0, 4, 0, 0, 1, 5
"/home/jofehse/git/AzureMonitorStarterPacks/modules/ama/ama.bicep", "Bicep", 0, 33, 0, 0, 1, 7, 41
"/home/jofehse/git/AzureMonitorStarterPacks/modules/ama/amaLinux.bicep", "Bicep", 0, 13, 0, 0, 0, 2, 15
"/home/jofehse/git/AzureMonitorStarterPacks/modules/ama/amaLinuxArc.bicep", "Bicep", 0, 11, 0, 0, 0, 2, 13
"/home/jofehse/git/AzureMonitorStarterPacks/modules/ama/amaWindows.bicep", "Bicep", 0, 13, 0, 0, 0, 4, 17
"/home/jofehse/git/AzureMonitorStarterPacks/modules/ama/amaWindowsArc.bicep", "Bicep", 0, 11, 0, 0, 0, 2, 13
"/home/jofehse/git/AzureMonitorStarterPacks/modules/diagnosticssettings/storage.bicep", "Bicep", 0, 88, 0, 0, 65, 13, 166
"/home/jofehse/git/AzureMonitorStarterPacks/modules/diagnosticssettings/vmbasic/virtualMachineName_MetricsAlert.bicep", "Bicep", 0, 25, 0, 0, 0, 2, 27
"/home/jofehse/git/AzureMonitorStarterPacks/modules/diagnosticssettings/vmbasic/vmwithalertsNetwork.bicep", "Bicep", 0, 43, 0, 0, 168, 7, 218
"/home/jofehse/git/AzureMonitorStarterPacks/modules/diagnosticssettings/vmbasic/vmwithalertsbasic.bicep", "Bicep", 0, 61, 0, 0, 186, 7, 254
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/amaPolicySet.bicep", "Bicep", 0, 17, 0, 0, 0, 2, 19
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/mg/assignment.bicep", "Bicep", 0, 25, 0, 0, 3, 5, 33
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/mg/associacionpolicyARC.bicep", "Bicep", 0, 150, 0, 0, 10, 2, 162
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/mg/associacionpolicyVM.bicep", "Bicep", 0, 150, 0, 0, 10, 3, 163
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/mg/diagnostics/associacionpolicyDiag.bicep", "Bicep", 0, 172, 0, 0, 11, 2, 185
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/mg/policies.bicep", "Bicep", 0, 98, 0, 0, 8, 3, 109
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/mg/policiesDiag.bicep", "Bicep", 0, 41, 0, 0, 10, 3, 54
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/mg/policySet.bicep", "Bicep", 0, 70, 0, 0, 1, 6, 77
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/mg/policySetGeneric.bicep", "Bicep", 0, 63, 0, 0, 7, 8, 78
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/policydefinition.bicep", "Bicep", 0, 125, 0, 0, 4, 3, 132
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/subscription/assign_test.ps1", "PowerShell", 0, 0, 0, 17, 4, 3, 24
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/subscription/assignment.bicep", "Bicep", 0, 25, 0, 0, 0, 6, 31
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/subscription/associacionpolicyARC.bicep", "Bicep", 0, 150, 0, 0, 10, 2, 162
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/subscription/associacionpolicyVM.bicep", "Bicep", 0, 150, 0, 0, 10, 3, 163
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/subscription/policies.bicep", "Bicep", 0, 65, 0, 0, 6, 2, 73
"/home/jofehse/git/AzureMonitorStarterPacks/modules/policies/subscription/policySet.bicep", "Bicep", 0, 70, 0, 0, 1, 9, 80
"/home/jofehse/git/AzureMonitorStarterPacks/modules/ps/AzMPacks-common.psm1", "PowerShell", 0, 0, 0, 419, 206, 17, 642
"/home/jofehse/git/AzureMonitorStarterPacks/modules/rbac/mg/roleassignment.bicep", "Bicep", 0, 19, 0, 0, 0, 4, 23
"/home/jofehse/git/AzureMonitorStarterPacks/modules/rbac/resourceGroup/roleassignment.bicep", "Bicep", 0, 18, 0, 0, 1, 4, 23
"/home/jofehse/git/AzureMonitorStarterPacks/modules/rbac/subscription/remediationContributor.bicep", "Bicep", 0, 30, 0, 0, 2, 9, 41
"/home/jofehse/git/AzureMonitorStarterPacks/modules/rbac/subscription/roleassignment.bicep", "Bicep", 0, 19, 0, 0, 0, 3, 22
"/home/jofehse/git/AzureMonitorStarterPacks/modules/workbooks/mainDashboard.json", "JSON", 0, 0, 505, 0, 0, 0, 505
"/home/jofehse/git/AzureMonitorStarterPacks/modules/workbooks/workbook.bicep", "Bicep", 0, 16, 0, 0, 0, 4, 20
"/home/jofehse/git/AzureMonitorStarterPacks/setup/AMAPolicy/amapolicies.bicep", "Bicep", 0, 45, 0, 0, 13, 7, 65
"/home/jofehse/git/AzureMonitorStarterPacks/setup/AMAPolicy/amapoliciesmg.bicep", "Bicep", 0, 77, 0, 0, 21, 7, 105
"/home/jofehse/git/AzureMonitorStarterPacks/setup/AMAPolicy/amapoliciesmg.json", "JSON", 0, 0, 186, 0, 0, 0, 186
"/home/jofehse/git/AzureMonitorStarterPacks/setup/CustomSetup/monstar.bicep", "Bicep", 0, 151, 0, 0, 6, 11, 168
"/home/jofehse/git/AzureMonitorStarterPacks/setup/CustomSetup/monstar.json", "JSON", 0, 0, 34869, 0, 0, 0, 34869
"/home/jofehse/git/AzureMonitorStarterPacks/setup/CustomSetup/setup.json", "JSON", 0, 0, 813, 0, 0, 7, 820
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/Function/code/README.md", "Markdown", 1, 0, 0, 0, 0, 0, 1
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/Function/code/alertConfigMgmt/function.json", "JSON", 0, 0, 19, 0, 0, 0, 19
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/Function/code/alertConfigMgmt/run.ps1", "PowerShell", 0, 0, 0, 104, 13, 10, 127
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/Function/code/host.json", "JSON", 0, 0, 10, 0, 0, 0, 10
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/Function/code/local.settings.json", "JSON", 0, 0, 6, 0, 0, 0, 6
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/Function/code/policymgmt/function.json", "JSON", 0, 0, 19, 0, 0, 0, 19
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/Function/code/policymgmt/run.ps1", "PowerShell", 0, 0, 0, 80, 18, 3, 101
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/Function/code/profile.ps1", "PowerShell", 0, 0, 0, 4, 15, 3, 22
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/Function/code/requirements.psd1", "PowerShell", 0, 0, 0, 9, 6, 1, 16
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/Function/code/tagmgmt/function.json", "JSON", 0, 0, 19, 0, 0, 0, 19
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/Function/code/tagmgmt/run.ps1", "PowerShell", 0, 0, 0, 173, 23, 6, 202
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/code/backend.bicep", "Bicep", 0, 144, 0, 0, 34, 16, 194
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/code/modules/extendedworkbook.bicep", "Bicep", 0, 2798, 0, 0, 0, 2, 2800
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/code/modules/function.bicep", "Bicep", 0, 201, 0, 0, 3, 14, 218
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/code/modules/grafana.bicep", "Bicep", 0, 50, 0, 0, 16, 9, 75
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/code/modules/keyvault.bicep", "Bicep", 0, 43, 0, 0, 1, 6, 50
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/code/modules/logicapp.bicep", "Bicep", 0, 202, 0, 0, 5, 6, 213
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/code/modules/mg/resourceGroup.bicep", "Bicep", 0, 10, 0, 0, 0, 3, 13
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/code/modules/mg/storageAccount.bicep", "Bicep", 0, 42, 0, 0, 0, 2, 44
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/code/modules/mg/userManagedIdentity.bicep", "Bicep", 0, 28, 0, 0, 10, 4, 42
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/code/modules/umidentityresource.bicep", "Bicep", 0, 11, 0, 0, 0, 2, 13
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/code/modules/userManagedIdentity.bicep", "Bicep", 0, 48, 0, 0, 12, 5, 65
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/code/modules/workbook.bicep", "Bicep", 0, 16, 0, 0, 0, 3, 19
"/home/jofehse/git/AzureMonitorStarterPacks/setup/backend/code/modules/workbook.json", "JSON", 0, 0, 2434, 0, 0, 0, 2434
"/home/jofehse/git/AzureMonitorStarterPacks/setup/cleanup/cleanup.ps1", "PowerShell", 0, 0, 0, 171, 55, 13, 239
"/home/jofehse/git/AzureMonitorStarterPacks/tools/build.json", "JSON", 0, 0, 38, 0, 0, 0, 38
"/home/jofehse/git/AzureMonitorStarterPacks/tools/build.ps1", "PowerShell", 0, 0, 0, 22, 52, 1, 75
"Total", "-", 970, 11793, 110236, 999, 1707, 825, 126530